name,year_month,sentiment_emb,year,month
Panel,2018-1,100.0,2018,1
Prudential,2018-1,100.0,2018,1
Sujoy Ghosh,2018-1,100.0,2018,1
Tokio Marine Insurance,2018-1,100.0,2018,1
AIA,2018-3,100.0,2018,3
AXA,2018-3,100.0,2018,3
Advisors Alliance Group,2018-3,100.0,2018,3
Aviva,2018-3,100.0,2018,3
GEH,2018-3,100.0,2018,3
Great Eastern,2018-3,100.0,2018,3
IP insurers,2018-3,100.0,2018,3
Insurtech,2018-3,100.0,2018,3
LIA,2018-3,100.0,2018,3
Life Insurance Association,2018-3,100.0,2018,3
OCBC,2018-3,100.0,2018,3
Peter Tan Organisation,2018-3,100.0,2018,3
Prudential,2018-3,100.0,2018,3
Singapore Business Review,2018-3,100.0,2018,3
The Life Insurance Association,2018-3,100.0,2018,3
Tokio Marine Holdings,2018-3,100.0,2018,3
Zurich Insurance,2018-3,100.0,2018,3
